event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_01191,"Delhi Police ‘won’t allow' CJP's Parliament march on July 20, calls it ‘illegal’",2026-07-19,1,1,['hindustan_times'],"Delhi Police ‘won’t allow' CJP's Parliament march on July 20, calls it ‘illegal’","Delhi Police ‘won’t allow' CJP's Parliament march on July 20, calls it ‘illegal’
Police said the march would be stopped on the grounds that it would disrupt law and order in a high-security zone, endanger public safety and choke traffic.
Delhi Police officials on Saturday said they would not allow t...",1.0,False
EVT_01192,"NEW DELHI: âWhen I took the bold step of privatising the space sector, I was discouraged not to go ahead, I was told it could not be done, asked how it would be done and whether it would be the right decision, but I kept going forward. Today, with th...",2026-07-19,1,1,['the_times_of_india'],"NEW DELHI: âWhen I took the bold step of privatising the space sector, I was discouraged not to go ahead, I was told it could not be done, asked how it would be done and whether it would be the right decision, but I kept going forward. Today, with th...","NEW DELHI: âWhen I took the bold step of privatising the space sector, I was discouraged not to go ahead, I was told it could not be done, asked how it would be done and whether it would be the right decision, but I kept going forward. Today, with the successful launch of (first private orbital rock...",1.0,False
EVT_01193,"The HAL Police have arrested five persons in connection with the murder of a 20-year-old security guard, Vishwakarma, following a a trivial row in Chinnappanahalli.",2026-07-19,1,1,['the_hindu'],"The HAL Police have arrested five persons in connection with the murder of a 20-year-old security guard, Vishwakarma, following a a trivial row in Chinnappanahalli.","The HAL Police have arrested five persons in connection with the murder of a 20-year-old security guard, Vishwakarma, following a a trivial row in Chinnappanahalli.
According to the complaint filed by Nabin Singh, the victim and the accused were known to each other and lived in the same locality. Th...",1.0,False
EVT_01194,"Family dispute ends in tragedy as 4 attempt suicide in Bihar's Nalanda, 2 dead",2026-07-19,1,1,['india_today'],"Family dispute ends in tragedy as 4 attempt suicide in Bihar's Nalanda, 2 dead","Family dispute ends in tragedy as 4 attempt suicide in Bihar's Nalanda, 2 dead
A family dispute in Nalanda's Chandi area was followed by alleged suicide attempts involving four relatives. The episode left two dead, two under treatment and prompted a police investigation.
Two members of a family died...",1.0,False
EVT_01195,"Samsung Electronics-owned HARMAN, a Stamford-based player in connected automotive technologies whose Global Capability Centre (GCC) is in Bengaluru, has roped in PES University and collaborated with over 25 students and eight faculty members on devel...",2026-07-19,1,1,['the_hindu'],"Samsung Electronics-owned HARMAN, a Stamford-based player in connected automotive technologies whose Global Capability Centre (GCC) is in Bengaluru, has roped in PES University and collaborated with over 25 students and eight faculty members on devel...","Samsung Electronics-owned HARMAN, a Stamford-based player in connected automotive technologies whose Global Capability Centre (GCC) is in Bengaluru, has roped in PES University and collaborated with over 25 students and eight faculty members on development of software that can power the next generat...",1.0,False
EVT_01196,Madhya Pradesh bans overseas trips for officials to cut costs,2026-07-19,1,1,['hindustan_times'],Madhya Pradesh bans overseas trips for officials to cut costs,"Madhya Pradesh bans overseas trips for officials to cut costs
Government officials in Madhya Pradesh have been mostly banned from taking foreign trips as part of the state government’s new expenditure control measures
Government officials in Madhya Pradesh have been mostly banned from taking foreign...",1.0,False
EVT_01198,"Overnight rain triggers flash floods in J&K's Rajouri, hundreds evacuated",2026-07-19,1,1,['india_today'],"Overnight rain triggers flash floods in J&K's Rajouri, hundreds evacuated","Overnight rain triggers flash floods in J&K's Rajouri, hundreds evacuated
Overnight torrential rain triggered flash floods across Rajouri, inundating low-lying areas, sweeping away vehicles and forcing hundreds to evacuate as rescue teams raced to prevent casualties.
Flash floods triggered by incess...",1.0,False
EVT_01199,The 33rd Annual Sports Day of Vedavalli Vidyalaya Senior Secondary School was held at the Andal Rangasamy Stadium in Ranipet town on Saturday.,2026-07-19,1,1,['the_hindu'],The 33rd Annual Sports Day of Vedavalli Vidyalaya Senior Secondary School was held at the Andal Rangasamy Stadium in Ranipet town on Saturday.,"The 33rd Annual Sports Day of Vedavalli Vidyalaya Senior Secondary School was held at the Andal Rangasamy Stadium in Ranipet town on Saturday.
According to a press release, Vikram Chandrasekaran, an analyst for Delhi Capitals cricket team, was the chief guest. “Students should actively pursue sports...",1.0,False
EVT_01200,"Tamil Nadu Chief Minister C. Joseph Vijay announced on Saturday that the State government would celebrate both November 1, the day the erstwhile Madras State came into being, and July 18, the day former Chief Minister C.N. Annadurai moved a resolutio...",2026-07-19,1,1,['the_hindu'],"Tamil Nadu Chief Minister C. Joseph Vijay announced on Saturday that the State government would celebrate both November 1, the day the erstwhile Madras State came into being, and July 18, the day former Chief Minister C.N. Annadurai moved a resolutio...","Tamil Nadu Chief Minister C. Joseph Vijay announced on Saturday that the State government would celebrate both November 1, the day the erstwhile Madras State came into being, and July 18, the day former Chief Minister C.N. Annadurai moved a resolution in the Assembly to rename the State as ‘Tamil Na...",1.0,False
EVT_01201,"SRINAGAR: School holidays in Kashmir have been extended by three days and Amarnath yatra suspended following forecast of an adverse weather spell from July 20 to July 23, even as mercury continued to rise across the region on Saturday, with Srinagar ...",2026-07-19,1,1,['the_times_of_india'],"SRINAGAR: School holidays in Kashmir have been extended by three days and Amarnath yatra suspended following forecast of an adverse weather spell from July 20 to July 23, even as mercury continued to rise across the region on Saturday, with Srinagar ...","SRINAGAR: School holidays in Kashmir have been extended by three days and Amarnath yatra suspended following forecast of an adverse weather spell from July 20 to July 23, even as mercury continued to rise across the region on Saturday, with Srinagar recording a maximum temperature of 35.9 degree.
âI...",1.0,False
EVT_01202,"JAMMU: Narcotics control bureau (NCB) seized 5 kg of high-grade heroin, suspected to have been smuggled from Pakistan, and arrested an alleged smuggler during a raid in a village along LoC in Jammu & Kashmirâs Poonch district on Saturday.",2026-07-19,1,1,['the_times_of_india'],"JAMMU: Narcotics control bureau (NCB) seized 5 kg of high-grade heroin, suspected to have been smuggled from Pakistan, and arrested an alleged smuggler during a raid in a village along LoC in Jammu & Kashmirâs Poonch district on Saturday.","JAMMU: Narcotics control bureau (NCB) seized 5 kg of high-grade heroin, suspected to have been smuggled from Pakistan, and arrested an alleged smuggler during a raid in a village along LoC in Jammu & Kashmirâs Poonch district on Saturday.
âAround 9 am, the contraband, packed in five packets, was rec...",1.0,False
EVT_01203,Tripura: 75-year-old man held for sexually harassing daughter-in-law,2026-07-19,1,1,['hindustan_times'],Tripura: 75-year-old man held for sexually harassing daughter-in-law,"Tripura: 75-year-old man held for sexually harassing daughter-in-law
Tripura police arrested a 75-year-old father-in-law in Gomati over alleged sexual harassment of his daughter-in-law and are investigating abetment of suicide.
A 75-year-old man was arrested for allegedly sexually harassing his daug...",1.0,False
EVT_01204,AIADMK general secretary Edappadi K. Palaniswami on Saturday criticised the approach of the Tamilaga Vettri Kazhagam (TVK)-led government in seeking to negotiate the payment of solatium to the kin of two persons who reportedly died in custody.,2026-07-19,1,1,['the_hindu'],AIADMK general secretary Edappadi K. Palaniswami on Saturday criticised the approach of the Tamilaga Vettri Kazhagam (TVK)-led government in seeking to negotiate the payment of solatium to the kin of two persons who reportedly died in custody.,"AIADMK general secretary Edappadi K. Palaniswami on Saturday criticised the approach of the Tamilaga Vettri Kazhagam (TVK)-led government in seeking to negotiate the payment of solatium to the kin of two persons who reportedly died in custody.
In a statement, Mr. Palaniswami said this had saddened p...",1.0,False
EVT_01206,"PMK president Anbumani Ramadoss on Saturday demanded that the Tamil Nadu government release a white paper on the financial position and functioning of the Chennai Metropolitan Development Authority (CMDA), alleging that the planning authority had bee...",2026-07-19,1,1,['the_hindu'],"PMK president Anbumani Ramadoss on Saturday demanded that the Tamil Nadu government release a white paper on the financial position and functioning of the Chennai Metropolitan Development Authority (CMDA), alleging that the planning authority had bee...","PMK president Anbumani Ramadoss on Saturday demanded that the Tamil Nadu government release a white paper on the financial position and functioning of the Chennai Metropolitan Development Authority (CMDA), alleging that the planning authority had been pushed into a financial crisis and was unable to...",1.0,False
